资本,2570
劳动,2081
生产,1718
价值,1677
货币,1594
作为,1457
这种,1372
商品,1202
交换,1101
形式,1057
本身,922
塔勒,908
关系,869
表现,833
工人,810
交换价值,779
过程,743
不是,741
流通,738
存在,721
产品,712
自己,664
一个,598
使用,578
只是,564
因此,522
因为,508
一种,483
就是,478
这个,466
规定,452
资本家,450
但是,450
价格,441
如果,439
消费,437
这些,427
这样,424
财富,409
社会,406
可以,399
一切,391
时间,390
等等,389
我们,373
政治经济学,373
他们,372
由于,370
没有,368
一般,365
它们,364
而是,364
需要,359
这里,352
增加,351
必须,350
那么,349
发展,344
前提,342
创造,341
来说,340
成为,333
条件,333
已经,332
马克思,320
个人,318
一定,314
现在,314
情况,313
因而,304
实现,290
工作日,286
批判,284
通过,279
自然,276
直接,275
土地,274
剩余价值,274
其他,271
而且,269
东西,268
特殊,266
出来,265
比例,264
得到,261
只有,254
或者,249
生产力,248
之间,247
简单,246
一样,244
提高,243
工资,235
小时,234
活劳动,232
相对,230
利润,227
剩余劳动,222
能力,219
具有,218
工具,217
发生,215
可能,215
进行,212
例如,212
产生,211
部分,209
历史,208
出现,204
要素,202
不同,199
材料,199
基础,198
包含,197
代表,196
并且,194
财产,189
同样,188
物质,187
所以,185
为了,185
完全,184
以前,182
必要劳动,182
资产阶级,182
也就是说,179
同时,178
任何,176
决定,175
经济,171
看作,168
考察,168
银行,168
假定,166
结果,166
物化,166
实际,164
问题,161
占有,160
原料,159
物化劳动,154
全部,152
再生产,151
最初,151
自身,151
不能,149
分配,148
经济学家,147
保存,147
一点,146
不过,146
另一方面,146
属于,146
公社,146
金银,145
国家,144
转化,144
独立,144
减少,143
才能,143
增殖,140
那里,139
对象,138
积累,138
那样,137
方面,136
雇佣劳动,135
活动,133
变成,133
所有,133
单纯,133
手段,129
对于,129
金属,129
关于,129
场合,128
矛盾,128
当作,128
以及,128
不再,126
能够,126
剩余,126
性质,125
开始,125
目的,122
不仅,121
尺度,121
著作,121
李嘉图,121
这一,121
研究,120
看到,119
他人,119
从而,118
全集,117
共同体,116
等于,116
恩格斯,116
一部分,114
行为,114
费用,113
只能,113
实体,113
等价物,112
生活,112
英国,111
媒介,111
伦敦,110
同一,110
那种,110
自由,110
来看,109
这是,107
作用,107
或者说,105
形成,104
地方,104
第一篇,104
某种,104
提供,103
起来,103
必要,103
取得,103
必然,103
各种,103
抽象,102
用于,102
主体,102
虽然,101
相反,101
不断,101
不变,101
联系,101
纯粹,101
单个,100
意义,100
首先,100
购买,99
数量,98
一方面,97
制度,97
重新,96
所有权,96
否定,96
总是,96
还是,95
消失,95
支付,95
所有者,95
运动,93
分离,93
范围,93
要求,93
认为,92
只要,92
实际上,91
巴师夏,91
现实,90
最后,90
以后,89
现代,89
在于,89
不会,88
区别,88
劳动者,87
限制,87
谷物,87
一些,87
之外,87
按照,86
原有,86
方式,86
概念,86
界限,86
构成,85
阶段,85
生产者,84
普遍,84
整个,84
两种,82
经济学,82
理解,82
理论,82
市场,82
罗马,81
仅仅,81
中文版,81
